ID,row_id,alt,time,cost,access,service,female,business,income,choice_id,avail,choice_num,choice
3,39,car,0,0,0,0,1,0,67589,39,0,3,0
3,39,bus,0,0,0,0,1,0,67589,39,0,3,0
3,39,air,70,65,50,1,1,0,67589,39,1,3,1
3,39,rail,120,75,10,2,1,0,67589,39,1,3,0
3,40,car,0,0,0,0,1,0,67589,40,0,3,0
3,40,bus,0,0,0,0,1,0,67589,40,0,3,0
3,40,air,90,50,50,3,1,0,67589,40,1,3,1
3,40,rail,140,55,15,1,1,0,67589,40,1,3,0
3,41,car,0,0,0,0,1,0,67589,41,0,3,0
3,41,bus,0,0,0,0,1,0,67589,41,0,3,0
3,41,air,60,95,40,3,1,0,67589,41,1,3,1
3,41,rail,130,75,15,2,1,0,67589,41,1,3,0
3,42,car,0,0,0,0,1,0,67589,42,0,4,0
3,42,bus,0,0,0,0,1,0,67589,42,0,4,0
3,42,air,80,110,40,3,1,0,67589,42,1,4,0
3,42,rail,120,45,5,1,1,0,67589,42,1,4,1
3,43,car,0,0,0,0,1,0,67589,43,0,3,0
3,43,bus,0,0,0,0,1,0,67589,43,0,3,0
3,43,air,90,50,40,2,1,0,67589,43,1,3,1
3,43,rail,155,55,20,1,1,0,67589,43,1,3,0
3,44,car,0,0,0,0,1,0,67589,44,0,4,0
3,44,bus,0,0,0,0,1,0,67589,44,0,4,0
3,44,air,80,95,40,3,1,0,67589,44,1,4,0
3,44,rail,155,45,25,1,1,0,67589,44,1,4,1
3,45,car,0,0,0,0,1,0,67589,45,0,4,0
3,45,bus,0,0,0,0,1,0,67589,45,0,4,0
3,45,air,60,110,50,1,1,0,67589,45,1,4,0
3,45,rail,155,65,20,3,1,0,67589,45,1,4,1
3,46,car,0,0,0,0,1,0,67589,46,0,4,0
3,46,bus,0,0,0,0,1,0,67589,46,0,4,0
3,46,air,70,110,40,1,1,0,67589,46,1,4,0
3,46,rail,120,75,15,3,1,0,67589,46,1,4,1
3,47,car,0,0,0,0,1,0,67589,47,0,3,0
3,47,bus,0,0,0,0,1,0,67589,47,0,3,0
3,47,air,80,50,50,1,1,0,67589,47,1,3,1
3,47,rail,155,55,10,2,1,0,67589,47,1,3,0
3,48,car,0,0,0,0,1,0,67589,48,0,3,0
3,48,bus,0,0,0,0,1,0,67589,48,0,3,0
3,48,air,80,50,50,2,1,0,67589,48,1,3,1
3,48,rail,130,75,15,1,1,0,67589,48,1,3,0
4,49,car,0,0,0,0,0,0,42987,49,0,3,0
4,49,bus,420,15,5,0,0,0,42987,49,1,3,0
4,49,air,60,110,40,0,0,0,42987,49,1,3,1
4,49,rail,140,65,25,0,0,0,42987,49,1,3,0
4,50,car,0,0,0,0,0,0,42987,50,0,3,0
4,50,bus,390,35,10,0,0,0,42987,50,1,3,0
4,50,air,50,65,55,0,0,0,42987,50,1,3,1
4,50,rail,140,75,10,0,0,0,42987,50,1,3,0
4,51,car,0,0,0,0,0,0,42987,51,0,3,0
4,51,bus,390,20,15,0,0,0,42987,51,1,3,0
4,51,air,50,50,45,2,0,0,42987,51,1,3,1
4,51,rail,155,55,15,3,0,0,42987,51,1,3,0
4,52,car,0,0,0,0,0,0,42987,52,0,4,0
4,52,bus,390,25,25,0,0,0,42987,52,1,4,0
4,52,air,60,110,40,3,0,0,42987,52,1,4,0
4,52,rail,130,45,10,1,0,0,42987,52,1,4,1
4,53,car,0,0,0,0,0,0,42987,53,0,4,0
4,53,bus,420,20,25,0,0,0,42987,53,1,4,0
4,53,air,60,95,55,2,0,0,42987,53,1,4,0
4,53,rail,130,55,5,1,0,0,42987,53,1,4,1
4,54,car,0,0,0,0,0,0,42987,54,0,4,0
4,54,bus,390,25,20,0,0,0,42987,54,1,4,0
4,54,air,50,80,50,3,0,0,42987,54,1,4,0
4,54,rail,140,45,10,2,0,0,42987,54,1,4,1
4,55,car,0,0,0,0,0,0,42987,55,0,4,0
4,55,bus,420,15,20,0,0,0,42987,55,1,4,0
4,55,air,50,110,45,2,0,0,42987,55,1,4,0
4,55,rail,130,75,10,3,0,0,42987,55,1,4,1
4,56,car,0,0,0,0,0,0,42987,56,0,4,0
4,56,bus,345,35,25,0,0,0,42987,56,1,4,0
4,56,air,80,80,45,3,0,0,42987,56,1,4,0
4,56,rail,120,45,10,1,0,0,42987,56,1,4,1
4,57,car,0,0,0,0,0,0,42987,57,0,4,0
4,57,bus,390,25,20,0,0,0,42987,57,1,4,0
4,57,air,60,65,55,3,0,0,42987,57,1,4,0
4,57,rail,170,45,15,2,0,0,42987,57,1,4,1
4,58,car,0,0,0,0,0,0,42987,58,0,3,0
4,58,bus,390,15,10,0,0,0,42987,58,1,3,0
4,58,air,60,50,55,3,0,0,42987,58,1,3,1
4,58,rail,140,65,5,1,0,0,42987,58,1,3,0
4,59,car,0,0,0,0,0,0,42987,59,0,4,0
4,59,bus,360,30,25,0,0,0,42987,59,1,4,0
4,59,air,90,95,40,2,0,0,42987,59,1,4,0
4,59,rail,120,45,10,3,0,0,42987,59,1,4,1
4,60,car,0,0,0,0,0,0,42987,60,0,3,0
4,60,bus,360,30,15,0,0,0,42987,60,1,3,0
4,60,air,50,50,50,2,0,0,42987,60,1,3,1
4,60,rail,155,45,10,1,0,0,42987,60,1,3,0
4,61,car,0,0,0,0,0,0,42987,61,0,4,0
4,61,bus,360,20,5,0,0,0,42987,61,1,4,0
4,61,air,70,95,40,3,0,0,42987,61,1,4,0
4,61,rail,170,45,25,2,0,0,42987,61,1,4,1
4,62,car,0,0,0,0,0,0,42987,62,0,4,0
4,62,bus,390,15,10,0,0,0,42987,62,1,4,0
4,62,air,70,110,40,1,0,0,42987,62,1,4,0
4,62,rail,120,65,25,3,0,0,42987,62,1,4,1
4,63,car,0,0,0,0,0,0,42987,63,0,4,0
4,63,bus,330,15,10,0,0,0,42987,63,1,4,0
4,63,air,70,95,45,3,0,0,42987,63,1,4,0
4,63,rail,140,65,20,1,0,0,42987,63,1,4,1
4,64,car,0,0,0,0,0,0,42987,64,0,4,0
4,64,bus,360,25,20,0,0,0,42987,64,1,4,0
4,64,air,90,50,55,2,0,0,42987,64,1,4,0
4,64,rail,140,35,5,3,0,0,42987,64,1,4,1
5,65,car,0,0,0,0,0,1,24766,65,0,3,0
5,65,bus,300,30,5,0,0,1,24766,65,1,3,0
5,65,air,70,65,45,0,0,1,24766,65,1,3,1
5,65,rail,170,35,25,0,0,1,24766,65,1,3,0
5,66,car,0,0,0,0,0,1,24766,66,0,3,0
5,66,bus,330,30,10,0,0,1,24766,66,1,3,0
5,66,air,60,80,55,0,0,1,24766,66,1,3,1
5,66,rail,140,45,10,0,0,1,24766,66,1,3,0
5,67,car,0,0,0,0,0,1,24766,67,0,4,0
5,67,bus,300,25,5,0,0,1,24766,67,1,4,0
5,67,air,70,80,35,3,0,1,24766,67,1,4,0
5,67,rail,170,35,25,2,0,1,24766,67,1,4,1
5,68,car,0,0,0,0,0,1,24766,68,0,4,0
5,68,bus,390,25,20,0,0,1,24766,68,1,4,0
5,68,air,70,80,40,1,0,1,24766,68,1,4,0
5,68,rail,140,35,15,3,0,1,24766,68,1,4,1
5,69,car,0,0,0,0,0,1,24766,69,0,4,0
5,69,bus,390,25,5,0,0,1,24766,69,1,4,0
5,69,air,60,110,50,2,0,1,24766,69,1,4,0
5,69,rail,130,75,15,1,0,1,24766,69,1,4,1
5,70,car,0,0,0,0,0,1,24766,70,0,4,0
5,70,bus,390,20,5,0,0,1,24766,70,1,4,0
5,70,air,60,110,45,1,0,1,24766,70,1,4,0
5,70,rail,120,75,20,3,0,1,24766,70,1,4,1
5,71,car,0,0,0,0,0,1,24766,71,0,3,0
5,71,bus,360,25,15,0,0,1,24766,71,1,3,0
5,71,air,80,50,55,2,0,1,24766,71,1,3,1
5,71,rail,170,35,5,3,0,1,24766,71,1,3,0
5,72,car,0,0,0,0,0,1,24766,72,0,4,0
5,72,bus,345,35,15,0,0,1,24766,72,1,4,0
5,72,air,70,95,40,1,0,1,24766,72,1,4,0
5,72,rail,155,55,20,3,0,1,24766,72,1,4,1
5,73,car,0,0,0,0,0,1,24766,73,0,3,0
5,73,bus,345,35,20,0,0,1,24766,73,1,3,0
5,73,air,90,50,35,2,0,1,24766,73,1,3,1
5,73,rail,130,65,20,3,0,1,24766,73,1,3,0
5,74,car,0,0,0,0,0,1,24766,74,0,4,0
5,74,bus,330,30,15,0,0,1,24766,74,1,4,0
5,74,air,50,65,55,3,0,1,24766,74,1,4,0
5,74,rail,130,75,5,2,0,1,24766,74,1,4,1
5,75,car,0,0,0,0,0,1,24766,75,0,4,0
5,75,bus,360,30,25,0,0,1,24766,75,1,4,0
5,75,air,60,95,45,1,0,1,24766,75,1,4,0
5,75,rail,170,55,20,3,0,1,24766,75,1,4,1
5,76,car,0,0,0,0,0,1,24766,76,0,3,0
5,76,bus,390,25,25,0,0,1,24766,76,1,3,0
5,76,air,50,50,55,3,0,1,24766,76,1,3,1
5,76,rail,170,45,5,2,0,1,24766,76,1,3,0
5,77,car,0,0,0,0,0,1,24766,77,0,3,0
5,77,bus,330,30,20,0,0,1,24766,77,1,3,0
5,77,air,80,65,35,2,0,1,24766,77,1,3,1
5,77,rail,155,55,20,1,0,1,24766,77,1,3,0
5,78,car,0,0,0,0,0,1,24766,78,0,3,0
5,78,bus,390,15,5,0,0,1,24766,78,1,3,0
5,78,air,70,95,45,1,0,1,24766,78,1,3,1
5,78,rail,140,65,20,3,0,1,24766,78,1,3,0
5,79,car,0,0,0,0,0,1,24766,79,0,4,0
5,79,bus,330,30,25,0,0,1,24766,79,1,4,0
5,79,air,60,110,45,3,0,1,24766,79,1,4,0
5,79,rail,120,75,10,2,0,1,24766,79,1,4,1
5,80,car,0,0,0,0,0,1,24766,80,0,4,0
5,80,bus,420,20,15,0,0,1,24766,80,1,4,0
5,80,air,90,65,35,3,0,1,24766,80,1,4,0
5,80,rail,170,35,25,2,0,1,24766,80,1,4,1
6,81,car,0,0,0,0,1,0,16554,81,0,2,0
6,81,bus,330,35,25,0,1,0,16554,81,1,2,1
6,81,air,90,50,55,0,1,0,16554,81,1,2,0
6,81,rail,120,65,5,0,1,0,16554,81,1,2,0
6,82,car,0,0,0,0,1,0,16554,82,0,4,0
6,82,bus,390,25,15,0,1,0,16554,82,1,4,0
6,82,air,60,65,50,0,1,0,16554,82,1,4,0
6,82,rail,155,55,15,0,1,0,16554,82,1,4,1
6,83,car,0,0,0,0,1,0,16554,83,0,2,0
6,83,bus,330,35,25,0,1,0,16554,83,1,2,1
6,83,air,90,80,35,2,1,0,16554,83,1,2,0
6,83,rail,140,65,15,1,1,0,16554,83,1,2,0
6,84,car,0,0,0,0,1,0,16554,84,0,4,0
6,84,bus,360,25,25,0,1,0,16554,84,1,4,0
6,84,air,70,80,45,1,1,0,16554,84,1,4,0
6,84,rail,155,35,15,2,1,0,16554,84,1,4,1
6,85,car,0,0,0,0,1,0,16554,85,0,4,0
6,85,bus,390,25,15,0,1,0,16554,85,1,4,0
6,85,air,80,65,45,1,1,0,16554,85,1,4,0
6,85,rail,155,45,15,3,1,0,16554,85,1,4,1
6,86,car,0,0,0,0,1,0,16554,86,0,2,0
6,86,bus,420,20,15,0,1,0,16554,86,1,2,1
6,86,air,60,95,45,1,1,0,16554,86,1,2,0
6,86,rail,140,75,10,3,1,0,16554,86,1,2,0
6,87,car,0,0,0,0,1,0,16554,87,0,2,0
6,87,bus,390,15,5,0,1,0,16554,87,1,2,1
6,87,air,70,95,35,2,1,0,16554,87,1,2,0
6,87,rail,140,65,20,3,1,0,16554,87,1,2,0
6,88,car,0,0,0,0,1,0,16554,88,0,3,0
6,88,bus,420,20,20,0,1,0,16554,88,1,3,0
6,88,air,50,80,35,2,1,0,16554,88,1,3,1
6,88,rail,130,65,25,1,1,0,16554,88,1,3,0
6,89,car,0,0,0,0,1,0,16554,89,0,4,0
6,89,bus,390,35,25,0,1,0,16554,89,1,4,0
6,89,air,70,110,45,3,1,0,16554,89,1,4,0
6,89,rail,130,35,10,1,1,0,16554,89,1,4,1
6,90,car,0,0,0,0,1,0,16554,90,0,4,0
6,90,bus,330,25,15,0,1,0,16554,90,1,4,0
6,90,air,80,50,50,1,1,0,16554,90,1,4,0
6,90,rail,155,35,5,2,1,0,16554,90,1,4,1
6,91,car,0,0,0,0,1,0,16554,91,0,4,0
6,91,bus,390,35,5,0,1,0,16554,91,1,4,0
6,91,air,90,80,45,3,1,0,16554,91,1,4,0
6,91,rail,120,55,15,1,1,0,16554,91,1,4,1
6,92,car,0,0,0,0,1,0,16554,92,0,4,0
6,92,bus,300,35,10,0,1,0,16554,92,1,4,0
6,92,air,80,80,40,1,1,0,16554,92,1,4,0
6,92,rail,170,55,25,2,1,0,16554,92,1,4,1
6,93,car,0,0,0,0,1,0,16554,93,0,3,0
6,93,bus,345,35,25,0,1,0,16554,93,1,3,0
6,93,air,70,50,55,3,1,0,16554,93,1,3,1
6,93,rail,170,45,5,2,1,0,16554,93,1,3,0
6,94,car,0,0,0,0,1,0,16554,94,0,4,0
6,94,bus,360,35,15,0,1,0,16554,94,1,4,0
6,94,air,50,80,40,3,1,0,16554,94,1,4,0
6,94,rail,120,75,10,2,1,0,16554,94,1,4,1
6,95,car,0,0,0,0,1,0,16554,95,0,2,0
6,95,bus,300,35,5,0,1,0,16554,95,1,2,1
6,95,air,50,95,50,2,1,0,16554,95,1,2,0
6,95,rail,120,65,10,1,1,0,16554,95,1,2,0
6,96,car,0,0,0,0,1,0,16554,96,0,4,0
6,96,bus,345,30,20,0,1,0,16554,96,1,4,0
6,96,air,60,65,55,1,1,0,16554,96,1,4,0
6,96,rail,155,45,5,2,1,0,16554,96,1,4,1
7,97,car,250,45,0,0,0,1,40227,97,1,3,0
7,97,bus,390,20,25,0,0,1,40227,97,1,3,0
7,97,air,90,50,35,0,0,1,40227,97,1,3,1
7,97,rail,170,35,15,0,0,1,40227,97,1,3,0
7,98,car,275,40,0,0,0,1,40227,98,1,3,0
7,98,bus,360,30,10,0,0,1,40227,98,1,3,0
7,98,air,70,65,50,0,0,1,40227,98,1,3,1
7,98,rail,170,35,15,0,0,1,40227,98,1,3,0
7,99,car,275,50,0,0,0,1,40227,99,1,3,0
7,99,bus,330,35,20,0,0,1,40227,99,1,3,0
7,99,air,80,65,55,3,0,1,40227,99,1,3,1
7,99,rail,120,45,5,1,0,1,40227,99,1,3,0
7,100,car,275,45,0,0,0,1,40227,100,1,4,0
7,100,bus,330,15,5,0,0,1,40227,100,1,4,0
7,100,air,70,110,40,2,0,1,40227,100,1,4,0
7,100,rail,170,55,25,3,0,1,40227,100,1,4,1
7,101,car,275,45,0,0,0,1,40227,101,1,4,0
7,101,bus,390,15,25,0,0,1,40227,101,1,4,0
7,101,air,70,80,55,1,0,1,40227,101,1,4,0
7,101,rail,155,35,5,1,0,1,40227,101,1,4,1
7,102,car,300,45,0,0,0,1,40227,102,1,4,0
7,102,bus,300,15,10,0,0,1,40227,102,1,4,0
7,102,air,60,110,40,2,0,1,40227,102,1,4,0
7,102,rail,155,65,20,1,0,1,40227,102,1,4,1
7,103,car,390,35,0,0,0,1,40227,103,1,4,0
7,103,bus,390,35,10,0,0,1,40227,103,1,4,0
7,103,air,60,95,45,2,0,1,40227,103,1,4,0
7,103,rail,155,65,15,3,0,1,40227,103,1,4,1
7,104,car,275,40,0,0,0,1,40227,104,1,4,0
7,104,bus,360,30,20,0,0,1,40227,104,1,4,0
7,104,air,50,80,50,1,0,1,40227,104,1,4,0
7,104,rail,155,55,5,3,0,1,40227,104,1,4,1
7,105,car,250,50,0,0,0,1,40227,105,1,4,0
7,105,bus,360,25,15,0,0,1,40227,105,1,4,0
7,105,air,60,110,45,3,0,1,40227,105,1,4,0
7,105,rail,120,65,20,2,0,1,40227,105,1,4,1
7,106,car,275,30,0,0,0,1,40227,106,1,1,1
7,106,bus,390,25,15,0,0,1,40227,106,1,1,0
7,106,air,90,65,40,1,0,1,40227,106,1,1,0
7,106,rail,155,65,25,2,0,1,40227,106,1,1,0
7,107,car,390,30,0,0,0,1,40227,107,1,3,0
7,107,bus,390,25,25,0,0,1,40227,107,1,3,0
7,107,air,90,65,35,3,0,1,40227,107,1,3,1
7,107,rail,120,65,15,1,0,1,40227,107,1,3,0
7,108,car,275,50,0,0,0,1,40227,108,1,3,0
7,108,bus,330,25,25,0,0,1,40227,108,1,3,0
7,108,air,70,80,50,1,0,1,40227,108,1,3,1
7,108,rail,120,55,5,3,0,1,40227,108,1,3,0
7,109,car,390,35,0,0,0,1,40227,109,1,3,0
7,109,bus,420,15,25,0,0,1,40227,109,1,3,0
7,109,air,60,110,35,2,0,1,40227,109,1,3,1
7,109,rail,130,55,15,1,0,1,40227,109,1,3,0
7,110,car,300,45,0,0,0,1,40227,110,1,4,0
7,110,bus,390,25,10,0,0,1,40227,110,1,4,0
7,110,air,50,50,55,2,0,1,40227,110,1,4,0
7,110,rail,170,45,5,1,0,1,40227,110,1,4,1
7,111,car,345,30,0,0,0,1,40227,111,1,1,1
7,111,bus,345,35,5,0,0,1,40227,111,1,1,0
7,111,air,50,110,45,2,0,1,40227,111,1,1,0
7,111,rail,140,65,15,1,0,1,40227,111,1,1,0
7,112,car,250,40,0,0,0,1,40227,112,1,1,1
7,112,bus,300,30,15,0,0,1,40227,112,1,1,0
7,112,air,80,80,40,1,0,1,40227,112,1,1,0
7,112,rail,140,75,20,2,0,1,40227,112,1,1,0
8,113,car,0,0,0,0,0,0,32547,113,0,2,0
8,113,bus,330,35,15,0,0,0,32547,113,1,2,1
8,113,air,0,0,0,0,0,0,32547,113,0,2,0
8,113,rail,140,75,25,0,0,0,32547,113,1,2,0
8,114,car,0,0,0,0,0,0,32547,114,0,4,0
8,114,bus,390,20,15,0,0,0,32547,114,1,4,0
8,114,air,0,0,0,0,0,0,32547,114,0,4,0
8,114,rail,170,35,25,0,0,0,32547,114,1,4,1
8,115,car,0,0,0,0,0,0,32547,115,0,4,0
8,115,bus,330,30,15,0,0,0,32547,115,1,4,0
8,115,air,0,0,0,0,0,0,32547,115,0,4,0
8,115,rail,130,55,10,1,0,0,32547,115,1,4,1
8,116,car,0,0,0,0,0,0,32547,116,0,4,0
8,116,bus,360,25,10,0,0,0,32547,116,1,4,0
8,116,air,0,0,0,0,0,0,32547,116,0,4,0
8,116,rail,120,65,10,2,0,0,32547,116,1,4,1
8,117,car,0,0,0,0,0,0,32547,117,0,4,0
8,117,bus,390,30,10,0,0,0,32547,117,1,4,0
8,117,air,0,0,0,0,0,0,32547,117,0,4,0
8,117,rail,130,65,25,3,0,0,32547,117,1,4,1
8,118,car,0,0,0,0,0,0,32547,118,0,4,0
8,118,bus,390,15,5,0,0,0,32547,118,1,4,0
8,118,air,0,0,0,0,0,0,32547,118,0,4,0
